what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071431307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071434407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071435845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071437150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071438458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071459121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1489071461766
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071464782
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071470005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071471332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071601375
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1489071603795
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1489071670954
error,log,,,"Unhandled event loop exception",1489071674100
error,log,,,"Unhandled event loop exception",1489071677443
error,log,,,"Unhandled event loop exception",1489071677483
error,log,,,"Unhandled event loop exception",1489071677568
error,log,,,"Unhandled event loop exception",1489071677886
error,log,,,"Unhandled event loop exception",1489071677937
error,log,,,"Unhandled event loop exception",1489071680963
error,log,,,"Unhandled event loop exception",1489071682548
error,log,,,"Unhandled event loop exception",1489071684759
error,log,,,"Unhandled event loop exception",1489071686806
error,log,,,"Unhandled event loop exception",1489071688411
error,log,,,"Unhandled event loop exception",1489071692606
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1489071693052
error,log,,,"Unhandled event loop exception",1489071693600
error,log,,,"Unhandled event loop exception",1489071693602
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1489071719055
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1489071730513
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1489071743367
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1489071753379
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1489071756779
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071756807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071758382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071760095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071791334
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1489071808107
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1489071810605
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1489071811157
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1489071813367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071814744
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071833408
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071836625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071843576
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.layout.LayoutEditor",1489071844702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1489071846829
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489071847704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072249087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072249560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072251916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072252848
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072306208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072306939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072321488
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072322031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072323156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1489072323785
