what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1488852793329
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852798888
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852800925
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852806612
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852807943
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488852809053
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.OldLogCatView",1488852811557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852813281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852817720
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1488852821588
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.OldLogCatView",1488852823173
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1488852824259
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1488852827508
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852831198
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852836745
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.OldLogCatView",1488852838150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852852354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852855244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852858320
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852906568
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1488852909889
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852917316
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852919775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852932564
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852933574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852934908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488852935841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852938133
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852940129
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852949559
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852950662
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852952612
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852955994
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852957879
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1488852968230
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852969882
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1488852971731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1488852972620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852974991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852981003
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1488852983731
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1488852989400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488852993820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488853000840
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.OldLogCatView",1488853001716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488853012360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488853025867
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488853063688
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854045893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854050424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854641927
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854643257
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854677679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854681714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854696470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488854697668
