what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1488847117995
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1488847118036
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1488847118125
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1488847118265
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1488847118267
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1488847118407
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1488847118414
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847118430
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1488847140388
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1488847158218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847206315
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1488847206325
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847209985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847234139
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1488847234897
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1488847234914
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.ui",1488847235003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847238204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847246374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847253832
error,log,,,"Unhandled event loop exception",1488847309653
error,log,,,"Unhandled event loop exception",1488847384799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847635964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847639035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847640457
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.help.aboutAction",1488847640462
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847642256
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847663119
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.help.aboutAction",1488847663124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847678703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847693897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847699664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847747926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847760824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847760830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847760884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847765285
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488847767532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1488848946011
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1488848947730
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1488848948531
